id_number,place,cat_place,age_category,sex,2.5km_seconds,5km_seconds,7.5km_seconds,total_seconds
47327,14349,2930,45-54,M,850,1673,2487,3466
47328,15393,4037,35-44,M,894,1742,2581,3518
47329,31280,1972,55+,M,1109,2079,3300,4812
47330,30891,6727,35-44,M,1109,2147,3227,4754
47331,29961,5683,23-34,M,,2199,3249,4609
47332,1144,237,45-54,M,584,1183,1777,2505
47333,32986,7039,35-44,M,1109,2305,3509,5175
47334,25625,4707,45-54,M,934,1892,2911,4175
47335,12465,2618,45-54,M,734,1509,2325,3370
47336,537,99,45-54,M,567,1154,1727,2365
47337,30489,5361,45-54,M,1102,2164,3173,4694
47338,13156,2732,45-54,M,845,1607,2395,3405
47341,14342,853,55+,M,857,1687,2492,3466
47342,15815,4127,35-44,M,895,1710,2528,3538
47343,13743,2838,45-54,M,843,1603,2407,3435
47344,16962,3807,23-34,M,832,1687,2573,3593
47345,23572,4414,45-54,M,1068,2050,2913,4019
47349,22399,5348,35-44,M,999,1916,2820,3934
47350,30671,3330,23-34,F,1105,2219,3326,4722
47352,25605,2003,35-44,F,933,1890,2909,4174
47353,22281,5328,35-44,M,1068,1967,2864,3927
47354,26229,1659,55+,M,1017,1998,2985,4229
47355,20528,1283,55+,M,962,1903,2796,3804
47356,22839,4305,45-54,M,961,1915,2855,3966
47357,8521,2148,23-34,M,757,1467,2224,3150
47358,8832,1894,45-54,M,830,1572,2299,3167
47360,16768,3341,45-54,M,905,1769,2607,3584
47361,14602,2970,45-54,M,821,1612,2421,3478
47362,26399,5216,23-34,M,1043,2017,3002,4243
47363,14728,3374,23-34,M,,1676,2505,3484
47364,19216,4768,35-44,M,,1831,2687,3723
47365,9043,1944,45-54,M,771,1523,2284,3180
47366,21147,5111,35-44,M,939,1831,2726,3848
47367,5877,1549,23-34,M,729,1412,2091,2977
47369,14902,3013,45-54,M,867,1653,2456,3492
47370,12703,3514,35-44,M,828,1625,2402,3382
47371,16833,4361,35-44,M,891,1756,2591,3587
47372,23517,4824,23-34,M,,1727,2700,4015
47374,12305,2877,23-34,M,817,1628,2404,3361
47376,14928,3956,35-44,M,868,1653,2459,3493
47377,10284,564,55+,M,805,1563,2316,3255
47378,18333,4047,23-34,M,862,1759,2646,3668
47379,11066,2355,45-54,M,802,1576,2355,3300
47380,31164,5816,23-34,M,1100,2180,3226,4793
47383,4268,891,45-54,M,,1424,2083,2865
47384,24039,4892,23-34,M,910,1835,2787,4058
47385,32884,5626,45-54,M,1111,2255,3436,5145
47388,11942,2511,45-54,M,876,1694,2484,3343
47389,12952,3559,35-44,M,880,1693,2463,3396
47390,31957,5521,45-54,M,1126,2337,3515,4933
47391,27106,4893,45-54,M,1026,2002,3010,4306
47393,27258,1710,55+,M,1032,1979,2924,4319
47394,33631,6071,23-34,M,1262,2658,3944,5469
47395,29844,5662,23-34,M,1078,2185,3319,4596
47396,15204,3067,45-54,M,888,1717,2513,3509
47397,32441,5951,23-34,M,1258,2462,3632,5029
47398,23179,4366,45-54,M,926,1879,2830,3991
47400,29037,5163,45-54,M,1076,2099,3092,4503
47401,31814,5506,45-54,M,,2332,3423,4906
47404,25853,5927,35-44,M,1032,2043,3035,4195
47406,29941,5279,45-54,M,1065,2119,3166,4607
47407,14385,3842,35-44,M,959,1783,2567,3468
47408,18403,3615,45-54,M,879,1727,2603,3673
47409,21403,5164,35-44,M,928,1816,2707,3865
47410,26614,4834,45-54,M,1028,2043,3046,4260
47411,18684,3663,45-54,M,881,1740,2610,3690
47412,22761,4291,45-54,M,921,1823,2787,3961
47413,17265,1050,55+,M,895,1736,2578,3607
47414,19316,4205,23-34,M,854,1770,2663,3728
47415,16836,4363,35-44,M,,1823,2603,3587
47416,12941,3557,35-44,M,825,1584,2386,3395
47417,19083,1164,55+,M,894,1775,2651,3715
47418,33536,2133,55+,M,1179,2430,3677,5418
47420,33090,2095,55+,M,1282,2534,3786,5222
47421,24453,5666,35-44,M,896,1875,2854,4086
47422,7158,1510,45-54,M,774,1468,2172,3058
47423,27886,5411,23-34,M,1074,2231,3112,4377
47424,25799,4730,45-54,M,1073,2064,3065,4191
47425,22411,4247,45-54,M,968,1949,2891,3935
47426,19680,3811,45-54,M,892,1766,2637,3751
47427,6812,1427,45-54,M,772,1477,2163,3035
47428,31179,5817,23-34,M,1048,,3331,4794
47429,24890,4607,45-54,M,1036,1999,2952,4117
47430,19786,4882,35-44,M,993,1856,2722,3758
47431,9099,2711,35-44,M,762,1528,2256,3182
47432,14443,580,16-19,M,966,1823,2609,3470
47433,22226,4626,23-34,M,980,1876,2810,3923
47434,9523,499,55+,M,799,1552,2290,3208
47435,32862,5622,45-54,M,1109,2306,3537,5139
47436,33127,791,20-22,M,1111,2329,3615,5233
47437,33037,6007,23-34,M,1220,2494,3756,5197
47438,23686,1503,55+,M,957,1891,2825,4029
47439,20558,5004,35-44,M,970,1889,2789,3806
47440,33272,2110,55+,M,1245,2469,3659,5291
47441,22912,4321,45-54,M,1111,2041,2910,3972
47442,28572,6355,35-44,M,1047,2074,3133,4451
47443,19665,4858,35-44,M,979,1874,2703,3750
47444,16719,4334,35-44,M,848,1677,2511,3582
47448,23147,4775,23-34,M,998,1922,2852,3990
47452,28213,5456,23-34,M,1014,2079,3106,4414
47454,25361,4666,45-54,M,1005,1976,2947,4155
47458,19858,1228,55+,M,949,1835,2703,3763
47459,26689,4844,45-54,M,1069,2097,3101,4265
47460,30177,5316,45-54,M,1116,2199,3274,4642
47461,29306,1849,55+,M,1077,2107,3192,4532
47462,16741,1014,55+,M,992,1835,2644,3583
47463,29388,6485,35-44,M,1103,2163,3257,4542
47464,1863,88,16-19,M,586,1213,1840,2627
47465,8182,410,55+,M,717,1470,2224,3126
47467,15794,957,55+,M,866,1701,2521,3538
47468,22451,4254,45-54,M,934,1852,2786,3939
47470,33521,6061,23-34,M,1154,2372,3625,5406
47471,21874,4174,45-54,M,900,1867,2814,3899
47472,13820,2854,45-54,M,913,1720,2515,3439
47473,20117,3883,45-54,M,1006,1881,2735,3779
47474,20759,4006,45-54,M,820,1812,2696,3821
47475,14016,3756,35-44,M,845,1678,2496,3449
47476,27445,4942,45-54,M,1020,2035,3060,4335
47477,27213,5326,23-34,M,1071,2080,3046,4315
47478,25346,5832,35-44,M,1004,1975,2946,4154
47479,25762,4720,45-54,M,990,1956,2939,4188
47480,30452,6647,35-44,M,1136,2192,3193,4691
47481,30311,5334,45-54,M,1105,2205,3327,4668
47482,8176,2496,35-44,M,809,1561,2281,3126
47483,21497,4519,23-34,M,987,1899,2800,3872
47484,14754,2996,45-54,M,833,1649,2460,3485
47485,32377,6946,35-44,M,1070,2256,3469,5014
47486,17208,3418,45-54,M,902,1756,2600,3604
47487,32612,5972,23-34,M,1170,2356,3513,5067
47488,10255,2467,23-34,M,821,1610,2365,3254
47489,9203,388,16-19,M,743,1465,2249,3189
47490,26757,4853,45-54,M,1074,2099,3110,4271
47491,22690,4288,45-54,M,918,1814,2732,3956
47495,2847,787,23-34,M,782,1409,2020,2740
47496,25561,4696,45-54,M,1042,2049,3020,4170
47497,26547,5240,23-34,M,1085,2119,3070,4255
47498,22015,4600,23-34,M,,1913,2793,3907
47499,16389,3274,45-54,M,846,1698,2525,3564
47500,20533,739,16-19,M,1012,1943,2809,3805
47501,5146,226,16-19,M,703,1409,2099,2931
47502,26766,6067,35-44,M,994,1913,2876,4272
47503,9305,2277,23-34,M,,1539,2289,3194
47504,32732,5612,45-54,M,1153,2340,3504,5103
47505,19061,4739,35-44,M,862,1616,2784,3714
47506,19028,4733,35-44,M,878,1736,2619,3711
47507,26268,1661,55+,M,,2024,2945,4233
47508,20210,1253,55+,M,861,1748,2665,3785
47510,17602,3919,23-34,M,912,1761,2610,3625
47511,22087,5296,35-44,M,945,1868,2788,3914
47512,5931,1240,45-54,M,,1485,2181,2981
47513,22307,5331,35-44,M,1055,1995,2911,3928
47514,24224,4922,23-34,M,1021,1975,2903,4071
47515,33507,2132,55+,M,1132,2368,3618,5399
47517,6084,1949,35-44,M,699,1420,2134,2989
47518,6354,1329,45-54,M,767,1479,2170,3005
47519,5852,1543,23-34,M,,1392,2116,2975
47520,27211,4911,45-54,M,1113,2135,3150,4315
47521,12039,3358,35-44,M,806,1585,2387,3348
47522,30431,5353,45-54,M,1069,2213,3317,4685
47524,29491,6500,35-44,M,1096,2166,3231,4553
47525,18865,4705,35-44,M,810,1668,2575,3702
47526,25142,5795,35-44,M,964,1925,2930,4137
47527,18120,4566,35-44,M,835,1716,2595,3656
47528,31934,5900,23-34,M,1124,2199,3285,4928
47529,33921,5736,45-54,M,1086,2616,4536,5807
47530,28129,6290,35-44,M,1103,2130,3167,4405
47531,10500,2238,45-54,M,724,1496,2284,3268
47532,32582,2063,55+,M,1176,2471,3526,5061
47533,19387,4218,23-34,M,882,1784,2671,3734
47534,30692,5390,45-54,M,1191,2322,3375,4726
47536,13295,2763,45-54,M,807,1611,2413,3412
47537,21626,5211,35-44,M,,1812,2746,3882
47538,25999,5158,23-34,M,1007,1967,2984,4209
47539,24621,5701,35-44,M,,1979,2940,4098
47540,9951,2912,35-44,M,762,1545,2317,3237
47541,32844,7023,35-44,M,1243,2404,3579,5133
47542,30155,743,20-22,M,1120,2187,3232,4638
47543,24335,4937,23-34,M,1045,2018,2966,4078
47544,19018,4157,23-34,M,946,1821,2671,3711
47545,125,12,16-19,M,495,1001,1501,2134
47546,22393,4244,45-54,M,995,1933,2864,3934
47548,565,160,23-34,M,522,1085,1681,2374
47549,1221,329,23-34,M,,1269,1827,2519
47550,508,28,16-19,M,540,1113,1694,2356
47552,21131,4069,45-54,M,984,1883,2770,3847
47553,16441,4270,35-44,M,965,1904,2664,3566
47554,23527,1493,55+,M,1023,1971,2897,4016
47555,3676,1003,23-34,M,654,1328,2022,2819
47557,18972,3725,45-54,M,,1820,2674,3708
47558,15148,501,20-22,M,891,1723,2534,3506
47560,23941,5595,35-44,M,1024,1965,2909,4049
47561,19565,4838,35-44,M,,1762,2661,3744
47562,28885,1818,55+,M,1158,2260,3269,4488
47563,30960,1952,55+,M,,2113,3199,4768
47564,6285,2007,35-44,M,780,1485,2169,3000
47565,28226,6299,35-44,M,1068,2078,3088,4415
47566,4908,181,20-22,M,731,1436,2135,2914
47568,25480,4683,45-54,M,1014,1989,2974,4164
47569,21945,4590,23-34,M,909,1853,2783,3902
47570,20491,4993,35-44,M,861,1759,2671,3802
47571,20825,1299,55+,M,881,1805,2735,3825
47572,7311,1541,45-54,M,779,1495,2197,3067
47573,17195,3415,45-54,M,894,1754,2605,3603
47574,29591,6516,35-44,M,1026,2119,3198,4565
47575,18292,1113,55+,M,855,1707,2579,3665
47576,23249,4788,23-34,M,1020,1998,2914,3997
47577,7033,1485,45-54,M,,1447,2158,3050
47578,5861,1227,45-54,M,775,1472,2145,2976
47579,13970,3748,35-44,M,864,1680,2485,3447
47580,29676,5643,23-34,M,1091,2153,3209,4577
47581,14089,475,20-22,M,875,1694,2507,3452
47582,12647,2648,45-54,M,849,1668,2454,3379
47583,11686,2469,45-54,M,772,1557,2341,3330
47584,20712,5034,35-44,M,953,1902,2790,3817
47586,13068,3044,23-34,M,891,1701,2497,3401
47589,22623,4690,23-34,M,1013,1948,2882,3952
47590,16086,4192,35-44,M,,1629,2513,3551
47591,12321,700,55+,M,857,1656,2440,3362
47593,25949,5940,35-44,M,984,1961,2961,4204
47594,34011,2344,45-54,F,1358,2722,4047,5919
47595,31635,5489,45-54,M,1052,2101,3201,4872
47597,9492,2319,23-34,M,883,1672,2415,3205
47598,1887,89,16-19,M,600,1220,1853,2630
47599,2582,101,20-22,M,,1317,1931,2711
47600,822,41,16-19,M,536,1113,1737,2443
48001,9766,410,23-34,F,772,1545,2310,3225
48004,28949,1807,45-54,F,1085,2069,3017,4494
48006,28500,1777,45-54,F,1027,2064,3118,4444
48009,22512,1941,23-34,F,,1912,2827,3944
48010,32296,3640,23-34,F,1116,2230,3354,4997
48012,27422,1674,45-54,F,1064,2106,3128,4333
48013,21767,5236,35-44,M,930,1861,2776,3891
48014,33440,2272,45-54,F,1259,2537,3765,5378
48016,28520,2410,35-44,F,1085,2133,3185,4446
48018,30271,3270,23-34,F,1028,2071,3235,4659
48019,32469,2166,45-54,F,1171,2586,3600,5038
48021,12980,455,45-54,F,824,1608,2394,3397
48023,19783,1525,23-34,F,898,1762,2621,3758
48024,24776,1402,45-54,F,934,1926,2887,4110
48025,33596,3252,35-44,F,1281,2558,3773,5450
48026,30953,3386,23-34,F,1130,2212,3300,4767
48027,32326,3646,23-34,F,1080,2181,3362,5004
48028,33870,2325,45-54,F,1328,2707,4023,5703
48030,11148,516,23-34,F,890,1626,2358,3304
48031,32967,3742,23-34,F,1138,2334,3525,5171
48032,32128,2124,45-54,F,1107,2219,3334,4968
48035,27088,300,55+,F,930,1905,2957,4305
48036,30251,2685,35-44,F,1117,2162,3167,4655
48037,30981,2805,35-44,F,1207,2260,3300,4770
48038,28912,1806,45-54,F,1093,2066,3101,4490
48040,32412,2159,45-54,F,1220,2442,3610,5023
48042,33511,476,55+,F,1182,2582,3865,5402
48043,8746,301,35-44,F,760,1515,2277,3163
48044,21881,1132,45-54,F,983,1993,2866,3899
48045,31438,2046,45-54,F,1186,2258,3298,4837
48046,33933,508,55+,F,,2802,4191,5818
48047,33962,3905,23-34,F,1287,2626,3939,5855
48048,27054,2683,23-34,F,1013,1990,2980,4302
48050,18220,1335,23-34,F,,1888,2734,3661
48051,25368,260,55+,F,1011,2030,2982,4155
48052,34074,3334,35-44,F,1445,2907,4394,6099
48053,28758,2452,35-44,F,1079,2137,3201,4474
48055,33640,3257,35-44,F,1324,2642,3945,5473
48056,32810,3104,35-44,F,1172,2418,3571,5121
48058,32665,425,55+,F,1197,2380,3562,5081
48059,28900,3014,23-34,F,1091,2074,3106,4489
48060,16334,671,45-54,F,876,1709,2539,3562
48064,26612,1591,45-54,F,1065,2080,3065,4259
48065,21748,1514,35-44,F,944,1877,2787,3890
48070,18659,863,45-54,F,904,1771,2634,3688
48072,33943,427,20-22,F,1419,2942,4177,5832
48073,23045,1677,35-44,F,985,1909,2832,3983
48074,33560,2288,45-54,F,,2504,3687,5429
48078,33886,3892,23-34,F,1276,2654,3916,5738
48079,33458,3225,35-44,F,1326,2601,3843,5384
48081,33659,2306,45-54,F,1229,2467,3646,5487
48082,24633,1393,45-54,F,1009,1993,2943,4099
48085,27013,1640,45-54,F,994,1975,2976,4299
48087,27102,2209,35-44,F,968,1993,3019,4306
48088,24263,1835,35-44,F,913,1864,2849,4073
48090,29908,2648,35-44,F,1122,2213,3272,4603
48095,21230,1091,45-54,F,922,1849,2770,3852
48096,33841,3885,23-34,F,,2555,3831,5662
48097,23827,2144,23-34,F,966,1904,2820,4040
48098,32712,3080,35-44,F,1099,2229,3361,5095
48099,32785,2200,45-54,F,1157,2303,3451,5116
48101,30256,2686,35-44,F,1120,2222,3292,4656
48102,32777,2198,45-54,F,1288,2498,3723,5114
48103,10538,476,23-34,F,,1512,2307,3271
48105,32120,2122,45-54,F,1158,2292,3310,4964
48106,32685,2187,45-54,F,1186,2471,3497,5086
48107,29408,1840,45-54,F,1123,2194,3242,4543
48111,20583,1644,23-34,F,914,1835,2712,3808
48113,34022,5745,45-54,M,1310,2691,4074,5940
48114,10800,452,35-44,F,778,1541,2322,3286
48116,32236,3631,23-34,F,1161,2284,3385,4988
48117,26599,1587,45-54,F,1064,2079,3062,4259
48119,26310,2102,35-44,F,1046,2062,3054,4236
48120,33191,456,55+,F,1246,2555,3784,5262
48121,32138,2989,35-44,F,1166,2314,3408,4970
48126,14981,93,20-22,F,885,1722,2543,3496
48127,33033,3757,23-34,F,1147,2324,3469,5196
48128,32584,2177,45-54,F,1089,2301,3436,5062
48130,30427,1945,45-54,F,1135,2218,3293,4685
48131,31692,3525,23-34,F,1160,2303,3400,4879
48132,18863,1407,23-34,F,,1824,2648,3701
48133,8652,334,23-34,F,792,1552,2301,3157
48134,33183,454,55+,F,1865,2871,3869,5256
48135,32273,2145,45-54,F,1134,2272,3429,4994
48136,31736,3535,23-34,F,1086,2149,3225,4889
48137,29838,2640,35-44,F,1085,2141,3175,4595
48140,33914,3896,23-34,F,1341,2797,4057,5792
48141,29287,3087,23-34,F,1051,2104,3138,4530
48143,28338,1756,45-54,F,1083,2114,3144,4428
48144,15889,880,35-44,F,,1736,2548,3542
48145,12121,613,23-34,F,883,1663,2426,3352
48146,22160,1886,23-34,F,946,1864,2788,3919
48147,9065,225,45-54,F,776,1526,2263,3181
48148,30572,1962,45-54,F,1055,2164,3289,4706
48150,5403,86,45-54,F,766,1470,2140,2949
48151,13182,735,23-34,F,808,1613,2422,3406
48154,24808,1902,35-44,F,980,1948,2916,4112
48155,22284,1176,45-54,F,926,1847,2779,3927
48156,28043,2347,35-44,F,1079,2090,3093,4395
48157,19709,1300,35-44,F,909,1809,2697,3753
48159,32512,428,16-19,F,1126,2267,3490,5048
48160,19468,1273,35-44,F,919,1803,2691,3738
48162,32390,3659,23-34,F,1162,2326,3483,5017
48163,33221,3791,23-34,F,1303,2606,3819,5274
48164,14084,726,35-44,F,851,1676,2474,3452
48167,26064,2504,23-34,F,1021,2024,3006,4215
48168,33932,3315,35-44,F,1350,2664,3927,5813
48169,20237,1593,23-34,F,963,1821,2701,3787
48170,20823,1674,23-34,F,910,1800,2712,3825
48171,28708,2439,35-44,F,1069,2107,3154,4468
48172,19905,1549,23-34,F,993,1875,2749,3767
48173,29972,3212,23-34,F,821,1916,3078,4611
48174,27417,1672,45-54,F,950,2146,3079,4333
48175,18955,887,45-54,F,888,1763,2638,3707
48176,28706,2438,35-44,F,1055,2085,3128,4467
48177,24041,1800,35-44,F,1008,1955,2892,4058
48179,15821,94,55+,F,1144,1957,2710,3539
48180,25778,273,55+,F,1030,1976,2928,4189
48182,33707,490,55+,F,1179,2443,3761,5522
48185,30674,3331,23-34,F,1096,2140,3180,4723
48186,29815,1878,45-54,F,,2162,3208,4593
48189,7433,271,23-34,F,781,1507,2225,3076
48190,33952,3902,23-34,F,1342,2745,4139,5841
48191,19711,1301,35-44,F,954,1884,2743,3753
48192,33355,2261,45-54,F,1184,2421,3672,5325
48193,28650,1786,45-54,F,1111,2167,3225,4462
48195,34085,530,55+,F,,3019,4474,6190
48196,27443,308,55+,F,,1427,2729,4335
48197,20962,1693,23-34,F,,1870,2726,3836
48198,19349,1260,35-44,F,947,1834,2704,3731
48199,33526,3238,35-44,F,1235,2517,3751,5410
48201,28185,2885,23-34,F,,2068,3063,4410
48202,33366,3205,35-44,F,1200,2402,3583,5335
48205,22272,209,20-22,F,946,1866,2793,3926
48207,33007,3145,35-44,F,1156,2299,3437,5182
48208,33529,3239,35-44,F,1153,2854,3944,5414
48210,20812,1417,35-44,F,972,1872,2730,3824
48211,32049,3597,23-34,F,1120,2184,3258,4952
48216,31859,3554,23-34,F,512,1923,3305,4913
48217,33353,3203,35-44,F,1184,2422,3673,5325
48220,32486,3048,35-44,F,1177,2325,3440,5041
48221,26221,2087,35-44,F,1025,1961,2921,4227
48222,27808,2308,35-44,F,1132,2149,3159,4370
48223,31874,2095,45-54,F,512,1923,3305,4915
48224,23674,2125,23-34,F,,1914,2865,4028
48225,25884,2041,35-44,F,1016,1947,3020,4197
48226,24050,1342,45-54,F,969,1917,2907,4058
48227,27814,2310,35-44,F,1038,2110,3133,4371
48228,27346,2248,35-44,F,1003,2019,2964,4327
48229,18737,1394,23-34,F,992,1897,2725,3693
48230,33517,3836,23-34,F,1166,2375,3744,5405
48231,29893,2645,35-44,F,1101,2149,3201,4601
48233,18504,849,45-54,F,896,1775,2631,3678
48234,18293,1136,35-44,F,978,1834,2682,3665
48240,33748,2315,45-54,F,1459,2829,4081,5560
48243,25109,2340,23-34,F,964,1931,2900,4133
48343,17210,741,45-54,F,902,1776,2629,3604
48344,18603,126,16-19,F,,1760,2631,3684
48345,20987,177,20-22,F,986,1873,2773,3837
48346,34073,3333,35-44,F,1408,2851,4226,6095
48347,20787,181,55+,F,872,1745,2685,3822
48348,30437,1948,45-54,F,1136,2290,3317,4686
48350,25044,1426,45-54,F,1048,2017,2974,4128
48351,30561,1961,45-54,F,1142,2241,3314,4704
48353,926,9,35-44,F,603,1201,1777,2460
48354,22686,1963,23-34,F,1069,2038,2955,3956
48355,34054,3331,35-44,F,1355,2720,4098,6001
48361,34097,2357,45-54,F,1481,3009,4499,6288
48363,27497,2756,23-34,F,,2244,3025,4341
48364,17234,1208,23-34,F,874,1745,2594,3606
48366,33557,2286,45-54,F,,2530,3726,5428
48367,31313,2033,45-54,F,1104,2198,3231,4817
48368,28072,1728,45-54,F,1067,2111,3139,4400
48370,32207,3625,23-34,F,1126,2356,3567,4983
48371,30057,3234,23-34,F,1088,2170,3236,4626
48372,22030,175,16-19,F,861,1757,2684,3909
48374,23264,1697,35-44,F,1061,2045,2947,3998
48375,32503,427,16-19,F,1126,2267,3489,5046
48376,33959,3319,35-44,F,1374,2873,4256,5847
48377,31909,3562,23-34,F,1202,2363,3443,4922
48379,30201,370,16-19,F,1082,2110,3276,4646
48380,32188,3619,23-34,F,1182,2420,3586,4979
48386,26966,1633,45-54,F,1065,2039,3024,4292
48387,17562,116,55+,F,862,1726,2588,3623
48388,13882,712,35-44,F,819,1601,2391,3442
48389,26607,2133,35-44,F,1065,2064,3053,4259
48390,24282,1362,45-54,F,980,1932,2887,4074
48391,28857,334,55+,F,1143,2175,3195,4484
48393,26955,2190,35-44,F,1065,2038,3023,4291
48394,19530,1281,35-44,F,903,1783,2653,3742
48395,15896,97,55+,F,880,1733,2569,3543
48396,33581,2292,45-54,F,1155,2442,3662,5435
48398,21435,1485,35-44,F,951,1865,2769,3867
48399,25256,1968,35-44,F,979,1944,2893,4146
48400,25255,1967,35-44,F,979,1943,2893,4146
48401,32378,3657,23-34,F,1137,2276,3385,5014
49002,27933,5001,45-54,M,1031,2079,3108,4381
49004,22596,1429,55+,M,868,1766,2707,3950
49005,33710,7121,35-44,M,1182,2488,3748,5526
49006,33764,5723,45-54,M,1233,2508,3767,5581
49007,22396,4245,45-54,M,967,1949,2891,3934
49008,2337,836,35-44,M,637,1293,1922,2681
49009,19997,1241,55+,M,961,1884,2769,3772
49010,14102,833,55+,M,822,1620,2434,3453
49011,34096,7150,35-44,M,1483,2906,4427,6272
49012,11517,2434,45-54,M,852,1613,2367,3322
49013,20094,4934,35-44,M,974,1839,2700,3778
49014,21085,5099,35-44,M,,1843,2714,3845
49015,16312,3257,45-54,M,879,1731,2565,3561
49016,17807,3534,45-54,M,888,1726,2585,3636
49017,23051,4755,23-34,M,1057,1936,2854,3983
49019,24950,5763,35-44,M,1060,2121,3097,4122
49020,28698,1801,55+,M,1087,2126,3169,4466
49021,34091,3336,35-44,F,1419,3032,4474,6253
49022,12789,3530,35-44,M,821,1641,2449,3386
49023,7736,382,55+,M,783,1505,2218,3096
49024,33806,5725,45-54,M,1228,2517,3888,5622
49025,32565,6969,35-44,M,1129,2250,3368,5057
49026,12431,3442,35-44,M,813,1622,2414,3368
49027,18244,4592,35-44,M,840,1709,2609,3662
49028,21567,5198,35-44,M,908,1846,2761,3877
49030,20788,4011,45-54,M,944,1862,2754,3822
49068,23819,1512,55+,M,1071,2019,2938,4040
49069,33891,7140,35-44,M,1290,2747,4204,5743
49070,26289,6003,35-44,M,1066,2227,3174,4234
49071,30731,6698,35-44,M,1098,2239,3356,4732
49073,27803,4988,45-54,M,1015,2036,3101,4370
49074,23002,5453,35-44,M,987,1905,2829,3980
49075,25270,5074,23-34,M,826,1864,2888,4147
49076,20810,5055,35-44,M,966,1877,2769,3824
49077,4973,1053,45-54,M,699,1408,,2919
49078,23911,4464,45-54,M,919,1853,2807,4047
49079,23560,5536,35-44,M,994,1947,2895,4018
49081,20611,5016,35-44,M,844,1736,2645,3810
49082,21089,4062,45-54,M,909,1814,2720,3845
49084,27210,4910,45-54,M,1079,2094,3099,4315
49085,23315,1477,55+,M,967,1893,2816,4002
49086,27349,4926,45-54,M,1035,2045,3050,4328
49087,30563,5371,45-54,M,1072,2185,3305,4704
49088,16384,3702,23-34,M,900,1749,2575,3564
49089,30544,6664,35-44,M,1071,2181,3304,4702
49090,22455,4255,45-54,M,935,1852,2786,3939
49091,19523,4828,35-44,M,,1090,2394,3742
49092,8888,2656,35-44,M,,1546,2283,3171
49096,30499,5363,45-54,M,1107,2148,3170,4696
49098,16213,3239,45-54,M,819,1647,2519,3557
49101,33904,5733,45-54,M,,2541,3828,5770
49103,17865,3964,23-34,M,883,1757,2626,3640
49105,25508,5859,35-44,M,,1884,2923,4165
49109,20905,1304,55+,M,893,1808,2723,3830
49125,17145,3404,45-54,M,929,1817,2655,3601
49126,34108,5758,45-54,M,1523,3206,4799,6710
49127,28066,5437,23-34,M,1077,2112,3137,4400
49128,29089,1833,55+,M,1012,2076,3167,4509
49131,6257,1999,35-44,M,,1446,2147,2999
49132,1200,445,35-44,M,601,1204,1804,2516
49133,8045,398,55+,M,762,1492,2226,3117
49134,19474,1204,55+,M,847,1714,2597,3739
49135,27419,6194,35-44,M,1000,1989,3033,4333
49136,32393,5944,23-34,M,1034,2138,3327,5017
49137,32507,6960,35-44,M,1180,2315,3420,5047
49501,23818,4863,23-34,M,983,1952,2895,4040
49502,23837,2146,23-34,F,984,1953,2896,4041
49503,34105,3340,35-44,F,1438,2937,4504,6469
49505,33628,2303,45-54,F,1252,2533,3831,5466
49506,13308,661,35-44,F,793,1592,2401,3412
49508,31798,2081,45-54,F,1072,2173,3338,4904
49510,31657,3515,23-34,F,1124,2207,3293,4875
49511,26280,2097,35-44,F,1051,2069,3055,4234
49512,19597,1287,35-44,F,906,1775,2644,3746
49513,33749,3278,35-44,F,1459,2829,4081,5560
49514,14790,910,23-34,F,833,1646,2474,3486
49515,31911,2104,45-54,F,1155,2271,3375,4923
49517,33916,503,55+,F,1350,2676,3985,5794
49518,12012,398,45-54,F,910,1685,2438,3347
49519,33807,2319,45-54,F,1228,2518,3889,5622
49520,25973,1520,45-54,F,1003,1987,2987,4207
4056,7585,1607,45-54,M,792,1525,2240,3085
4134,1493,556,35-44,M,686,1295,1884,2571
4135,11928,389,45-54,F,847,1666,2434,3342
4157,2840,992,35-44,M,668,1334,1999,2739
4158,5863,1889,35-44,M,706,1407,2119,2976
4159,3526,169,16-19,M,743,1406,2046,2806
4160,16158,3668,23-34,M,,1664,2481,3555
4161,29561,5630,23-34,M,,2034,3012,4561
4162,5523,1152,45-54,M,,1467,2156,2956
4169,17890,554,20-22,M,,1839,2686,3641
4170,3150,120,20-22,M,716,1381,2018,2771
4171,15680,3571,23-34,M,831,1627,2477,3532
4172,11661,2465,45-54,M,770,1548,2333,3329
4173,1621,605,35-44,M,626,1248,1866,2590
4174,22162,4618,23-34,M,,1892,2772,3919
4691,16406,4258,35-44,M,810,1646,2514,3565
4782,2696,945,35-44,M,665,1312,1960,2722
4783,3361,702,45-54,M,668,1334,2000,2790
4784,1652,437,23-34,M,612,1255,1853,2594
4786,5680,1502,23-34,M,775,1485,2192,2965
4787,26939,908,16-19,M,979,2027,3042,4290
4788,13568,792,55+,M,847,1673,2490,3425
4789,4982,1056,45-54,M,722,1413,2100,2919
4790,2264,473,45-54,M,634,1270,1898,2674
4791,3815,1290,35-44,M,791,1434,2074,2831
4792,15589,3553,23-34,M,882,1695,2527,3528
4793,19668,4264,23-34,M,988,1867,2788,3750
4795,11506,468,16-19,M,817,1594,2379,3322
4797,21224,5126,35-44,M,937,1890,2801,3852
4798,13113,3583,35-44,M,872,1696,2520,3403
11533,30340,2699,35-44,F,1101,2274,3257,4673
11534,28297,1754,45-54,F,1062,2076,3113,4424
14751,11878,674,55+,M,838,1620,2400,3340
